Car Brand,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
toyota,model e,2004,133857,petrol,3.1,manual,suv,red,first owner,9210.41,19
toyota,model a,2000,250867,diesel,2.2,cvt,suv,blue,first owner,7125.38,23
toyota,model b,2008,139667,petrol,2.4,cvt,truck,white,third owner,12770.48,15
bmw,model e,2014,68898,hybrid,2.4,automatic,sedan,white,second owner,21314.53,9
mercedes,model c,2001,110828,diesel,5.0,automatic,hatchback,red,first owner,12648.82,22
volkswagen,model d,2005,57596,diesel,4.9,manual,suv,red,second owner,11937.94,18
ford,model a,2007,205483,hybrid,3.6,cvt,suv,red,third owner,9606.59,16
toyota,model e,2008,52899,diesel,3.4,automatic,truck,white,first owner,14175.48,15
chevrolet,model e,2018,283548,petrol,2.2,cvt,suv,gray,second owner,13784.58,5
mercedes,model c,2015,12471,electric,2.4,manual,truck,white,second owner,24538.29,8
bmw,model d,2022,233106,hybrid,2.6,automatic,suv,white,first owner,22631.42,1
hyundai,model a,2005,39135,hybrid,3.8,automatic,truck,black,first owner,10657.16,18
ford,model e,2015,130245,petrol,4.1,automatic,truck,blue,second owner,16045.03,8
ford,model a,2013,46742,electric,4.3,manual,truck,red,second owner,16951.3,10
bmw,model a,2019,294357,electric,3.8,cvt,coupe,red,first owner,23167.64,4
kia,model c,2011,178274,hybrid,1.8,cvt,truck,gray,second owner,10509.5,12
kia,model c,2012,275624,electric,2.2,cvt,coupe,blue,second owner,14749.73,11
volkswagen,model e,2012,210770,hybrid,2.4,manual,truck,blue,first owner,9916.75,11
honda,model b,2010,268968,diesel,1.1,manual,suv,blue,first owner,11709.04,13
mercedes,model e,2009,104810,hybrid,3.3,automatic,sedan,red,first owner,19452.62,14
chevrolet,model e,2001,159519,petrol,4.7,cvt,suv,blue,second owner,5748.75,22
kia,model e,2023,196920,hybrid,3.8,manual,suv,gray,second owner,15004.78,0
volkswagen,model a,2023,23287,petrol,3.5,automatic,coupe,white,third owner,19473.81,0
chevrolet,model c,2022,135016,electric,1.2,cvt,truck,gray,second owner,20562.29,1
bmw,model b,2013,295529,petrol,1.2,manual,hatchback,blue,second owner,16191.01,10
kia,model b,2008,159061,electric,2.2,cvt,sedan,gray,second owner,13935.1,15
kia,model c,2017,295607,electric,1.9,manual,truck,gray,second owner,16681.2,6
nissan,model a,2009,297136,hybrid,2.9,automatic,sedan,red,third owner,11755.64,14
ford,model a,2023,125988,electric,4.0,cvt,sedan,blue,second owner,23900.81,0
nissan,model b,2022,65304,petrol,1.7,cvt,sedan,red,third owner,19013.23,1
kia,model b,2015,223125,electric,3.0,automatic,truck,white,second owner,16723.8,8
mercedes,model b,2003,6949,diesel,1.2,automatic,suv,red,first owner,16251.4,20
mercedes,model a,2020,185186,hybrid,4.1,manual,sedan,black,first owner,22183.28,3
nissan,model e,2023,88161,electric,4.0,manual,truck,black,third owner,21276.36,0
kia,model d,2019,37559,petrol,3.8,manual,coupe,red,third owner,19323.0,4
mercedes,model c,2014,42869,petrol,3.4,automatic,hatchback,red,first owner,20237.67,9
honda,model a,2011,241584,diesel,3.8,automatic,truck,red,third owner,9514.82,12
toyota,model b,2008,155523,electric,4.1,automatic,truck,blue,second owner,11756.67,15
volkswagen,model c,2022,43192,diesel,3.5,cvt,truck,black,second owner,21309.3,1
chevrolet,model e,2003,291007,hybrid,1.1,cvt,suv,red,second owner,5472.47,20
toyota,model b,2022,193331,hybrid,3.6,cvt,coupe,white,first owner,18223.4,1
honda,model d,2016,178630,hybrid,4.5,manual,suv,blue,second owner,15493.96,7
mercedes,model c,2009,130967,electric,2.7,manual,truck,red,second owner,20790.96,14
toyota,model d,2020,167939,hybrid,3.6,manual,suv,blue,third owner,15143.68,3
chevrolet,model c,2018,58179,diesel,2.8,manual,suv,red,first owner,16968.73,5
hyundai,model e,2009,141334,hybrid,4.0,cvt,coupe,blue,first owner,11614.84,14
nissan,model d,2023,148504,electric,2.8,cvt,coupe,black,first owner,22483.23,0
bmw,model c,2022,282564,electric,4.5,automatic,coupe,black,second owner,24357.11,1
kia,model e,2013,154359,diesel,3.2,cvt,suv,gray,first owner,13755.43,10
volkswagen,model c,2004,76286,hybrid,1.1,manual,truck,red,first owner,12381.88,19
volkswagen,model c,2004,34483,hybrid,2.8,manual,hatchback,white,first owner,9515.12,19
toyota,model a,2002,104133,hybrid,4.5,cvt,suv,black,third owner,7905.37,21
kia,model d,2001,12838,diesel,1.5,automatic,hatchback,black,first owner,10142.95,22
honda,model c,2002,163807,diesel,4.0,manual,sedan,blue,first owner,6092.01,21
kia,model b,2023,113988,petrol,2.2,manual,truck,gray,third owner,19289.0,0
honda,model c,2018,70285,hybrid,2.5,manual,truck,red,first owner,18459.49,5
nissan,model e,2019,193530,petrol,2.5,automatic,suv,gray,second owner,15710.92,4
ford,model a,2000,233063,diesel,4.6,automatic,truck,white,first owner,4787.73,23
toyota,model d,2008,145365,electric,3.1,manual,sedan,gray,third owner,17015.54,15
kia,model c,2013,34316,diesel,4.1,automatic,suv,gray,first owner,13710.16,10
hyundai,model d,2011,54838,hybrid,2.1,manual,coupe,white,second owner,12868.55,12
chevrolet,model e,2012,289544,petrol,1.5,automatic,truck,red,second owner,12434.5,11
honda,model d,2007,159344,petrol,1.8,manual,suv,red,third owner,7309.8,16
honda,model a,2014,224232,diesel,2.4,cvt,coupe,white,third owner,13366.01,9
ford,model c,2001,157369,hybrid,4.0,manual,sedan,gray,second owner,7060.71,22
ford,model e,2005,299929,hybrid,1.3,manual,sedan,gray,second owner,8972.47,18
chevrolet,model b,2018,190004,electric,1.8,cvt,sedan,white,third owner,15785.12,5
toyota,model d,2000,164054,electric,1.9,manual,hatchback,gray,second owner,10113.65,23
volkswagen,model e,2010,281742,diesel,4.5,cvt,suv,black,third owner,8864.21,13
bmw,model a,2017,95742,diesel,4.4,automatic,hatchback,white,second owner,22575.99,6
volkswagen,model b,2000,139380,hybrid,3.8,manual,truck,white,second owner,8423.43,23
hyundai,model e,2000,27920,hybrid,4.8,automatic,truck,white,first owner,9683.82,23
honda,model e,2014,131389,hybrid,4.0,cvt,truck,red,third owner,15083.77,9
nissan,model a,2006,193016,petrol,4.9,manual,hatchback,white,first owner,9458.26,17
nissan,model d,2002,38382,petrol,3.9,manual,hatchback,white,third owner,9969.13,21
hyundai,model b,2007,244628,electric,2.7,manual,truck,white,first owner,12841.76,16
mercedes,model c,2000,254007,hybrid,3.7,manual,coupe,blue,third owner,10922.77,23
hyundai,model e,2001,172352,electric,3.3,automatic,truck,black,third owner,7571.75,22
ford,model a,2013,299044,petrol,3.0,cvt,truck,red,third owner,11324.86,10
bmw,model b,2018,9002,diesel,3.5,cvt,truck,black,second owner,24189.74,5
chevrolet,model b,2004,99248,diesel,1.2,manual,suv,white,first owner,11144.97,19
mercedes,model b,2019,75013,petrol,1.7,manual,sedan,gray,third owner,23206.71,4
mercedes,model d,2020,292435,diesel,1.4,automatic,hatchback,red,first owner,20596.69,3
nissan,model c,2016,226378,diesel,2.7,manual,suv,gray,third owner,14984.55,7
kia,model d,2008,183751,petrol,3.9,automatic,coupe,red,first owner,10920.01,15
hyundai,model c,2020,157901,hybrid,3.8,manual,hatchback,gray,third owner,16820.26,3
hyundai,model a,2009,227867,hybrid,3.2,cvt,hatchback,white,third owner,11382.65,14
hyundai,model c,2003,129998,electric,2.3,cvt,truck,gray,first owner,14638.97,20
honda,model c,2006,266276,petrol,4.5,automatic,hatchback,blue,second owner,6980.53,17
ford,model d,2008,118800,diesel,4.1,automatic,truck,red,first owner,11966.88,15
chevrolet,model e,2010,58047,diesel,1.2,manual,suv,white,second owner,13718.31,13
ford,model b,2017,264279,hybrid,1.8,automatic,sedan,white,second owner,15738.79,6
toyota,model a,2002,240616,hybrid,2.9,cvt,sedan,blue,third owner,7258.34,21
bmw,model c,2022,104275,electric,1.6,manual,sedan,black,first owner,27513.03,1
bmw,model a,2017,294874,diesel,2.0,manual,suv,gray,second owner,17889.13,6
ford,model c,2010,77973,diesel,3.6,manual,hatchback,black,first owner,14791.81,13
kia,model d,2011,187079,electric,3.3,cvt,coupe,white,second owner,12657.76,12
kia,model e,2009,150906,hybrid,4.9,cvt,suv,black,first owner,10269.78,14
nissan,model e,2017,267689,petrol,3.1,automatic,sedan,gray,first owner,15572.71,6
chevrolet,model a,2014,81965,diesel,1.9,cvt,coupe,black,first owner,14079.36,9
volkswagen,model e,2005,132200,electric,2.8,cvt,sedan,white,second owner,15204.53,18
bmw,model a,2012,78280,hybrid,4.0,automatic,hatchback,blue,third owner,19667.26,11
honda,model a,2022,238204,diesel,3.2,automatic,hatchback,gray,third owner,16411.08,1
nissan,model d,2014,15427,petrol,3.9,manual,suv,blue,third owner,13548.2,9
ford,model c,2006,266149,diesel,2.1,manual,suv,blue,first owner,7592.09,17
kia,model b,2014,264206,petrol,4.9,automatic,suv,red,third owner,11381.72,9
mercedes,model a,2018,263271,diesel,1.3,manual,hatchback,black,first owner,20316.76,5
nissan,model a,2006,132206,diesel,2.1,automatic,sedan,red,second owner,11466.24,17
chevrolet,model c,2002,256919,hybrid,2.8,manual,suv,blue,third owner,7486.0,21
honda,model b,2019,90799,electric,3.5,automatic,coupe,red,third owner,21973.74,4
ford,model d,2000,117120,hybrid,4.1,cvt,coupe,white,first owner,7861.82,23
honda,model e,2021,110701,electric,3.4,manual,hatchback,white,second owner,20651.97,2
volkswagen,model e,2001,290261,hybrid,2.2,manual,hatchback,blue,second owner,4480.92,22
kia,model a,2005,125680,petrol,3.1,automatic,suv,white,third owner,9277.37,18
ford,model d,2020,200653,diesel,2.8,automatic,sedan,blue,first owner,15584.2,3
kia,model b,2011,215757,petrol,4.1,cvt,sedan,red,second owner,9211.07,12
volkswagen,model d,2003,144090,electric,1.2,cvt,coupe,red,third owner,11912.13,20
mercedes,model c,2007,145675,electric,3.3,cvt,sedan,white,second owner,20879.03,16
kia,model e,2023,267621,hybrid,1.2,automatic,coupe,white,first owner,16516.55,0
kia,model b,2004,8003,hybrid,3.4,cvt,sedan,white,first owner,12350.24,19
nissan,model d,2002,222341,diesel,2.9,manual,hatchback,red,second owner,7663.46,21
hyundai,model a,2023,237976,petrol,1.7,manual,sedan,blue,second owner,17065.39,0
mercedes,model d,2011,57346,hybrid,4.9,automatic,suv,gray,second owner,17162.26,12
chevrolet,model a,2019,146501,petrol,2.2,automatic,coupe,red,second owner,16922.23,4
hyundai,model b,2006,293301,diesel,3.4,manual,coupe,gray,first owner,7414.69,17
bmw,model d,2003,101479,diesel,1.1,manual,hatchback,black,third owner,15628.06,20
honda,model e,2015,165972,hybrid,3.7,manual,truck,gray,first owner,11584.85,8
hyundai,model c,2019,294168,diesel,1.1,automatic,hatchback,blue,third owner,16218.44,4
volkswagen,model d,2013,182330,petrol,3.3,manual,coupe,white,third owner,13173.84,10
chevrolet,model b,2005,263462,petrol,1.4,cvt,truck,gray,first owner,6748.88,18
hyundai,model a,2002,46365,hybrid,2.0,cvt,sedan,white,second owner,7513.3,21
toyota,model d,2016,166402,diesel,3.2,automatic,hatchback,white,second owner,14658.43,7
nissan,model b,2016,167473,hybrid,4.2,manual,sedan,gray,second owner,11870.58,7
chevrolet,model c,2020,229385,petrol,3.1,cvt,suv,gray,third owner,14420.18,3
nissan,model d,2014,46535,petrol,3.5,cvt,hatchback,white,second owner,13593.11,9
kia,model b,2023,141049,hybrid,3.2,cvt,hatchback,white,third owner,18143.93,0
kia,model a,2009,236705,diesel,4.5,automatic,hatchback,blue,third owner,8000.63,14
kia,model d,2012,57785,diesel,4.3,automatic,sedan,blue,second owner,14867.39,11
mercedes,model a,2013,128434,hybrid,1.7,manual,coupe,gray,third owner,21682.6,10
kia,model b,2005,160182,diesel,3.1,manual,sedan,red,third owner,9627.76,18
chevrolet,model a,2023,173228,electric,1.0,manual,coupe,white,first owner,21891.01,0
chevrolet,model d,2010,236383,electric,4.1,cvt,suv,black,third owner,12219.05,13
kia,model a,2002,57891,electric,2.4,automatic,hatchback,black,first owner,11954.77,21
bmw,model c,2010,83714,diesel,4.5,automatic,hatchback,red,third owner,18670.78,13
mercedes,model e,2019,137687,electric,4.1,automatic,sedan,white,third owner,24449.29,4
honda,model c,2007,132106,petrol,2.4,automatic,hatchback,red,first owner,11049.71,16
mercedes,model a,2019,132565,hybrid,4.4,manual,suv,black,third owner,21095.1,4
volkswagen,model a,2011,244099,petrol,4.1,manual,coupe,gray,third owner,9661.67,12
mercedes,model e,2008,56005,hybrid,3.2,manual,truck,gray,second owner,16631.89,15
honda,model e,2018,42445,diesel,1.6,manual,truck,gray,third owner,18368.61,5
toyota,model b,2006,179974,hybrid,1.9,automatic,hatchback,gray,third owner,8437.09,17
ford,model a,2010,283728,electric,1.3,cvt,sedan,white,third owner,15446.43,13
chevrolet,model c,2004,296466,hybrid,1.5,manual,hatchback,red,second owner,8774.02,19
ford,model b,2010,106805,petrol,2.9,manual,coupe,gray,third owner,14734.81,13
honda,model a,2023,272044,hybrid,1.0,manual,truck,gray,second owner,18567.52,0
nissan,model c,2010,41958,petrol,4.9,manual,suv,gray,second owner,15032.57,13
mercedes,model e,2018,216158,electric,1.8,cvt,sedan,gray,second owner,23561.06,5
kia,model c,2015,224546,electric,4.4,automatic,suv,blue,third owner,17285.14,8
bmw,model c,2006,138761,diesel,4.8,cvt,truck,red,first owner,14502.33,17
chevrolet,model b,2008,72442,diesel,2.7,cvt,suv,black,third owner,12194.13,15
bmw,model c,2015,13420,petrol,4.9,cvt,coupe,black,first owner,20426.25,8
chevrolet,model d,2023,16294,diesel,4.3,cvt,hatchback,white,third owner,21875.21,0
bmw,model a,2018,210679,petrol,4.5,manual,hatchback,blue,second owner,21116.9,5
kia,model c,2012,214749,petrol,3.3,manual,truck,black,third owner,11107.77,11
chevrolet,model d,2007,141517,diesel,2.6,automatic,hatchback,blue,second owner,13378.68,16
bmw,model c,2022,113141,electric,3.5,automatic,coupe,blue,first owner,27213.43,1
bmw,model e,2012,57498,electric,4.4,cvt,suv,gray,second owner,20874.28,11
kia,model b,2018,97808,electric,1.3,automatic,hatchback,gray,second owner,21592.8,5
honda,model e,2007,147352,diesel,4.9,automatic,hatchback,white,third owner,10539.15,16
volkswagen,model e,2023,227197,diesel,3.3,manual,suv,white,second owner,17907.51,0
toyota,model e,2008,282080,petrol,3.1,automatic,truck,red,first owner,9998.06,15
bmw,model d,2018,243430,hybrid,4.6,manual,suv,red,third owner,17907.74,5
hyundai,model d,2001,184643,hybrid,4.2,automatic,sedan,blue,first owner,5690.35,22
honda,model d,2020,137364,hybrid,2.3,automatic,coupe,black,first owner,17182.57,3
kia,model d,2002,168973,diesel,1.1,manual,hatchback,black,first owner,8058.14,21
volkswagen,model d,2001,290896,electric,4.3,automatic,coupe,blue,third owner,10802.75,22
bmw,model c,2011,279202,hybrid,5.0,automatic,truck,gray,first owner,16981.27,12
nissan,model d,2012,65697,diesel,2.5,cvt,sedan,blue,first owner,13867.88,11
kia,model e,2004,196948,diesel,4.1,manual,coupe,white,third owner,8950.07,19
chevrolet,model d,2012,74265,electric,1.0,manual,hatchback,red,first owner,19449.2,11
nissan,model c,2007,123174,hybrid,4.9,cvt,hatchback,gray,third owner,11099.35,16
chevrolet,model a,2023,289293,electric,4.9,cvt,coupe,white,second owner,20843.05,0
mercedes,model c,2009,162799,diesel,2.2,cvt,truck,black,second owner,14360.65,14
bmw,model a,2002,116640,diesel,2.8,automatic,truck,gray,second owner,15400.54,21
chevrolet,model a,2007,249320,hybrid,4.0,manual,truck,red,first owner,10920.2,16
volkswagen,model a,2018,233707,hybrid,1.0,automatic,sedan,white,first owner,15040.94,5
ford,model e,2000,279029,hybrid,2.3,cvt,suv,red,second owner,3547.69,23
hyundai,model a,2008,176478,petrol,4.9,cvt,suv,black,second owner,7941.34,15
honda,model d,2021,131510,petrol,3.8,cvt,truck,black,second owner,19073.75,2
honda,model b,2020,176490,petrol,1.7,automatic,truck,blue,third owner,14978.25,3
kia,model b,2008,51986,electric,3.8,cvt,hatchback,white,second owner,13518.71,15
ford,model a,2000,195263,hybrid,1.1,automatic,coupe,blue,third owner,7070.7,23
toyota,model c,2012,11740,petrol,1.6,cvt,coupe,blue,first owner,14656.09,11
ford,model e,2018,192702,diesel,4.8,manual,hatchback,white,first owner,14885.0,5
honda,model e,2004,25772,petrol,3.1,cvt,coupe,gray,third owner,9195.91,19
volkswagen,model a,2023,123114,petrol,4.4,automatic,coupe,black,first owner,21660.2,0
mercedes,model c,2006,164535,electric,1.2,automatic,suv,black,third owner,18483.4,17
mercedes,model c,2021,74203,petrol,3.6,manual,hatchback,blue,first owner,23790.56,2
bmw,model b,2021,56082,hybrid,1.5,cvt,coupe,red,second owner,24277.14,2
honda,model d,2005,83440,hybrid,2.4,automatic,hatchback,black,first owner,12584.19,18
chevrolet,model e,2001,77103,electric,1.5,manual,truck,gray,third owner,11216.72,22
kia,model a,2011,183562,hybrid,3.4,cvt,truck,red,third owner,10904.33,12
toyota,model d,2021,155693,petrol,4.0,cvt,hatchback,gray,third owner,15587.16,2
toyota,model e,2011,175677,diesel,4.0,cvt,coupe,black,third owner,9627.69,12
ford,model c,2015,120128,petrol,3.4,manual,hatchback,gray,first owner,15555.76,8
kia,model a,2008,91911,petrol,4.7,cvt,sedan,blue,second owner,13046.87,15
bmw,model b,2000,164595,hybrid,1.8,manual,coupe,red,second owner,10094.72,23
ford,model d,2020,89348,electric,4.0,manual,hatchback,gray,second owner,22998.52,3
hyundai,model b,2007,119352,hybrid,2.7,cvt,suv,black,second owner,10421.07,16
toyota,model a,2008,17910,diesel,3.3,manual,hatchback,white,second owner,10812.55,15
hyundai,model b,2010,257723,petrol,4.2,cvt,sedan,red,third owner,9792.04,13
nissan,model b,2015,31053,hybrid,3.2,automatic,hatchback,red,first owner,17029.36,8
volkswagen,model d,2012,159371,diesel,1.7,automatic,hatchback,blue,first owner,10462.1,11
mercedes,model d,2010,216556,hybrid,3.3,automatic,coupe,red,third owner,15283.86,13
hyundai,model e,2005,138330,electric,1.3,automatic,truck,blue,first owner,12459.75,18
nissan,model b,2007,132950,hybrid,4.6,automatic,suv,gray,third owner,10485.54,16
mercedes,model c,2017,169371,electric,5.0,manual,hatchback,white,third owner,23917.75,6
bmw,model d,2017,12276,petrol,2.7,manual,suv,red,first owner,21372.81,6
toyota,model d,2016,287307,petrol,1.1,cvt,truck,black,second owner,14025.34,7
chevrolet,model a,2017,59250,petrol,4.2,cvt,truck,blue,second owner,18035.8,6
chevrolet,model a,2002,90731,electric,4.7,automatic,suv,white,third owner,11776.18,21
honda,model c,2011,263635,hybrid,1.0,automatic,suv,red,first owner,9525.23,12
mercedes,model a,2002,148348,diesel,3.8,automatic,hatchback,blue,third owner,16122.99,21
mercedes,model e,2007,283470,hybrid,4.9,cvt,sedan,red,first owner,15436.94,16
nissan,model a,2021,143327,petrol,3.1,cvt,suv,red,third owner,20766.2,2
kia,model d,2021,246370,petrol,1.8,manual,suv,blue,third owner,16721.21,2
mercedes,model a,2020,154153,electric,3.4,cvt,sedan,blue,second owner,23939.41,3
mercedes,model a,2014,86851,petrol,3.8,manual,hatchback,black,first owner,19770.07,9
volkswagen,model d,2023,22437,electric,2.4,cvt,sedan,red,second owner,24704.47,0
honda,model e,2015,238218,petrol,2.3,cvt,hatchback,black,third owner,11458.16,8
hyundai,model b,2017,100089,electric,1.4,manual,truck,red,first owner,21472.03,6
honda,model c,2021,79078,hybrid,1.9,cvt,truck,gray,first owner,19077.6,2
volkswagen,model b,2003,261611,electric,4.2,cvt,sedan,gray,second owner,9788.34,20
hyundai,model b,2016,247253,electric,1.6,cvt,suv,white,third owner,16040.14,7
toyota,model b,2022,81248,electric,1.4,cvt,coupe,white,second owner,23478.78,1
chevrolet,model e,2008,201029,electric,1.5,automatic,hatchback,black,second owner,14491.87,15
toyota,model a,2017,111266,hybrid,3.5,automatic,coupe,red,second owner,16766.96,6
volkswagen,model e,2015,269475,petrol,1.0,automatic,hatchback,gray,first owner,14138.59,8
hyundai,model a,2003,17462,diesel,1.5,cvt,sedan,black,second owner,9325.99,20
nissan,model c,2017,208529,petrol,3.8,manual,hatchback,gray,first owner,14249.5,6
chevrolet,model b,2014,84441,electric,4.2,automatic,sedan,white,second owner,18918.53,9
hyundai,model a,2015,127196,diesel,3.7,automatic,sedan,red,first owner,17942.69,8
hyundai,model d,2005,250978,diesel,2.2,manual,sedan,red,third owner,8626.96,18
nissan,model e,2007,27722,petrol,4.4,automatic,sedan,gray,third owner,12523.03,16
volkswagen,model e,2002,144227,electric,2.6,automatic,suv,red,second owner,14325.01,21
honda,model c,2020,137685,hybrid,3.5,automatic,coupe,red,second owner,18474.47,3
chevrolet,model b,2018,44954,petrol,4.3,cvt,truck,gray,second owner,16084.51,5
toyota,model b,2002,274327,hybrid,3.9,cvt,hatchback,white,first owner,5944.43,21
volkswagen,model b,2023,175848,electric,2.2,manual,sedan,gray,first owner,20585.39,0
kia,model a,2008,25927,electric,1.0,cvt,truck,white,first owner,14757.71,15
chevrolet,model b,2010,88004,diesel,4.7,manual,truck,white,first owner,12783.1,13
chevrolet,model a,2012,196227,hybrid,2.9,manual,coupe,black,first owner,11772.77,11
volkswagen,model a,2014,241932,petrol,3.5,automatic,suv,blue,second owner,12692.43,9
mercedes,model c,2012,163378,diesel,2.5,cvt,hatchback,black,third owner,16659.26,11
honda,model d,2005,246597,petrol,2.3,cvt,truck,black,second owner,9793.19,18
hyundai,model d,2019,214104,electric,1.7,cvt,sedan,gray,third owner,17235.74,4
mercedes,model b,2019,176337,electric,2.6,manual,sedan,black,second owner,21712.08,4
honda,model b,2002,75843,hybrid,2.2,manual,suv,blue,first owner,11352.07,21
ford,model d,2000,166873,petrol,1.6,automatic,hatchback,blue,third owner,5403.5,23
chevrolet,model e,2006,54383,petrol,1.8,automatic,sedan,white,second owner,10427.22,17
kia,model d,2013,175747,hybrid,2.7,automatic,truck,blue,third owner,12209.21,10
chevrolet,model c,2017,32228,hybrid,3.4,automatic,coupe,black,third owner,15124.84,6
ford,model a,2013,41961,diesel,2.3,automatic,suv,blue,second owner,15057.46,10
kia,model e,2013,65307,diesel,1.7,cvt,suv,black,first owner,14546.31,10
nissan,model a,2003,36667,electric,2.2,cvt,suv,black,third owner,13768.92,20
honda,model c,2005,256239,diesel,3.4,cvt,truck,red,first owner,9428.63,18
chevrolet,model c,2008,200702,diesel,2.4,automatic,coupe,black,first owner,8501.39,15
mercedes,model c,2021,299155,hybrid,4.1,automatic,truck,gray,first owner,20360.38,2
volkswagen,model e,2019,280260,diesel,3.4,manual,truck,black,first owner,14205.13,4
mercedes,model a,2017,19322,petrol,4.2,cvt,sedan,gray,second owner,23010.11,6
hyundai,model d,2021,177583,diesel,1.5,automatic,hatchback,white,third owner,17911.69,2
volkswagen,model c,2001,44791,hybrid,1.4,cvt,hatchback,white,third owner,7701.42,22
bmw,model b,2008,157276,electric,3.5,cvt,truck,white,third owner,19360.96,15
hyundai,model c,2002,73868,diesel,3.0,cvt,hatchback,black,third owner,7801.19,21
volkswagen,model b,2018,238476,petrol,3.7,cvt,suv,black,first owner,12731.22,5
hyundai,model b,2012,266266,petrol,1.7,cvt,sedan,blue,first owner,12829.36,11
ford,model b,2005,62260,hybrid,4.3,automatic,suv,red,third owner,12054.22,18
nissan,model b,2000,81168,electric,2.4,automatic,sedan,blue,third owner,9537.66,23
kia,model d,2010,249918,petrol,2.6,manual,suv,gray,third owner,12017.39,13
mercedes,model b,2007,261127,electric,4.4,automatic,hatchback,black,first owner,15932.35,16
volkswagen,model e,2004,206019,hybrid,2.4,manual,suv,white,first owner,5946.37,19
bmw,model b,2019,201885,diesel,1.6,automatic,truck,gray,third owner,19173.36,4
toyota,model d,2021,83362,hybrid,2.0,automatic,truck,white,first owner,18900.38,2
volkswagen,model a,2001,92057,hybrid,4.8,cvt,hatchback,gray,third owner,8690.35,22
kia,model e,2008,46621,electric,2.8,cvt,sedan,blue,third owner,13952.56,15
bmw,model e,2003,212123,diesel,4.9,manual,truck,black,third owner,12929.72,20
nissan,model e,2006,191498,petrol,4.1,manual,sedan,gray,third owner,9019.67,17
honda,model a,2023,102091,petrol,1.8,manual,sedan,red,third owner,20851.01,0
bmw,model c,2014,191740,diesel,3.4,cvt,hatchback,black,second owner,16851.63,9
nissan,model d,2001,46926,petrol,3.0,manual,sedan,white,second owner,8422.09,22
nissan,model d,2021,259864,hybrid,2.9,automatic,suv,gray,first owner,14342.65,2
chevrolet,model e,2011,299708,electric,2.9,automatic,hatchback,gray,first owner,14707.69,12
nissan,model d,2012,132132,petrol,4.5,cvt,hatchback,white,third owner,16035.39,11
toyota,model d,2012,144756,electric,4.4,manual,suv,black,third owner,17506.28,11
volkswagen,model e,2011,30609,hybrid,3.7,manual,truck,black,second owner,15206.63,12
kia,model c,2005,245683,petrol,2.6,cvt,hatchback,blue,second owner,7130.28,18
volkswagen,model e,2006,199067,electric,1.5,cvt,coupe,white,third owner,12983.47,17
honda,model a,2002,48357,petrol,4.4,cvt,hatchback,gray,second owner,9554.2,21
chevrolet,model c,2018,179223,petrol,1.2,cvt,hatchback,black,first owner,16456.25,5
hyundai,model e,2020,197370,electric,3.9,cvt,coupe,red,first owner,19967.41,3
bmw,model b,2005,253376,petrol,3.5,automatic,sedan,black,second owner,11696.92,18
ford,model b,2005,85794,petrol,1.6,cvt,truck,black,third owner,9225.72,18
hyundai,model d,2012,88256,petrol,3.2,cvt,coupe,white,third owner,14362.83,11
chevrolet,model d,2013,89756,electric,3.7,automatic,suv,white,second owner,16866.6,10
hyundai,model d,2006,247771,hybrid,4.8,manual,sedan,white,third owner,8486.39,17
hyundai,model e,2009,288156,hybrid,1.3,cvt,hatchback,blue,second owner,8908.32,14
toyota,model c,2010,140247,electric,3.5,cvt,coupe,red,second owner,16623.7,13
volkswagen,model c,2020,5033,diesel,3.7,automatic,hatchback,gray,second owner,18958.4,3
chevrolet,model b,2010,298870,petrol,1.8,manual,truck,gray,third owner,10904.51,13
honda,model d,2023,114838,hybrid,1.3,manual,hatchback,red,third owner,20635.79,0
mercedes,model c,2016,14765,hybrid,3.3,cvt,coupe,black,second owner,20339.7,7
toyota,model b,2017,35640,hybrid,3.2,manual,sedan,red,third owner,15707.68,6
volkswagen,model a,2006,72647,electric,3.9,manual,sedan,blue,second owner,15331.02,17
honda,model a,2016,168749,diesel,2.1,cvt,sedan,red,first owner,12887.78,7
bmw,model b,2009,225971,electric,3.2,manual,hatchback,blue,first owner,19982.86,14
honda,model a,2007,63425,hybrid,4.9,cvt,suv,gray,third owner,10384.86,16
hyundai,model b,2007,108350,petrol,1.7,manual,coupe,white,third owner,13624.41,16
bmw,model d,2001,284994,hybrid,4.1,automatic,truck,black,third owner,10295.24,22
ford,model e,2003,283153,electric,3.0,manual,suv,white,third owner,10301.8,20
kia,model a,2010,34258,petrol,3.7,automatic,truck,white,second owner,13734.35,13
mercedes,model a,2018,117638,hybrid,1.3,cvt,truck,black,third owner,22369.62,5
hyundai,model e,2016,227488,diesel,1.3,manual,suv,white,third owner,13258.57,7
toyota,model e,2002,139219,electric,4.9,manual,sedan,black,third owner,14446.68,21
volkswagen,model d,2023,292059,diesel,3.1,manual,truck,gray,second owner,17783.25,0
mercedes,model a,2001,230298,diesel,2.8,cvt,coupe,red,second owner,11163.06,22
ford,model a,2004,98878,hybrid,2.1,automatic,suv,black,first owner,9210.49,19
nissan,model d,2015,204088,hybrid,1.6,automatic,truck,red,second owner,14362.79,8
nissan,model e,2020,45675,electric,2.4,cvt,suv,blue,third owner,21627.23,3
toyota,model b,2000,140977,electric,3.1,manual,sedan,white,first owner,10339.26,23
volkswagen,model b,2002,221160,hybrid,1.2,manual,sedan,red,second owner,6851.23,21
