Make,Model,Year,Mileage,Fuel_Type,Engine_Size,Transmission,Body_Type,Color,Owner_History,Price,Age
ford,model c,-0.6525270695124513,0.853251035299773,petrol,0.888562873555102,automatic,hatchback,red,second owner,9314.71,0.6525270695124383
kia,model a,0.06849731668913786,-0.043191906150474406,hybrid,-1.0160879003731134,automatic,coupe,white,second owner,9746.29,-0.06849731668915093
bmw,model b,-1.6619612101946761,0.126165348581548,hybrid,-1.0160879003731134,manual,coupe,red,second owner,10094.72,1.6619612101946633
bmw,model b,-1.0851417012334048,-0.11702713871333359,hybrid,0.6288377680194365,automatic,coupe,blue,second owner,16320.59,1.085141701233392
volkswagen,model c,-0.36411731503181566,-1.2260936127852555,diesel,1.3214380494478781,manual,sedan,black,first owner,11619.41,0.3641173150318026
hyundai,model e,-1.6619612101946761,-1.503324464195584,hybrid,1.5811631549835439,automatic,truck,white,first owner,9683.82,1.6619612101946633
mercedes,model b,1.2221363346116805,-0.2327933438135052,hybrid,1.4945881198049888,automatic,truck,red,first owner,22113.86,-1.2221363346116938
kia,model e,0.9337265801310449,0.34188869719972564,electric,1.0617129439122126,cvt,truck,blue,second owner,17838.14,-0.933726580131058
chevrolet,model c,-0.36411731503181566,-0.19380719647287067,electric,-1.4489630762658894,manual,truck,white,second owner,16622.76,0.3641173150318026
bmw,model a,1.2221363346116805,1.0142149421028026,electric,-1.275813005908779,cvt,sedan,gray,third owner,22975.19,-1.2221363346116938
bmw,model d,0.9337265801310449,-1.4947165136206795,hybrid,-1.6221131466229999,cvt,coupe,white,third owner,21983.49,-0.933726580131058
volkswagen,model e,1.2221363346116805,-0.8285422112337394,petrol,1.1482879790907676,manual,coupe,white,first owner,17422.73,-1.2221363346116938
ford,model a,-0.07570756055117998,-0.9395037015393313,hybrid,-0.06376251340900574,manual,suv,red,first owner,14955.37,0.07570756055116692
volkswagen,model c,-0.5083221922721335,0.7217353804635225,electric,1.6677381901620996,automatic,hatchback,black,first owner,11508.16,0.5083221922721205
toyota,model b,1.5105460890923161,-0.12615967353380025,petrol,-1.1026629355516686,manual,coupe,white,second owner,18649.17,-1.5105460890923295
kia,model b,-1.0851417012334048,0.809579396856732,electric,0.28253762730521514,automatic,coupe,blue,third owner,11447.99,1.085141701233392
chevrolet,model c,1.0779314573713628,-0.06968341055135815,hybrid,-1.1892379707302236,manual,coupe,white,third owner,17507.08,-1.0779314573713759
ford,model e,0.6453168256504092,-0.39537869283009014,hybrid,0.888562873555102,automatic,sedan,blue,third owner,17708.42,-0.6453168256504224
chevrolet,model b,-0.7967319467527691,-0.3954263823069594,diesel,1.7543132253406544,automatic,suv,white,second owner,11056.31,0.7967319467527562
hyundai,model d,-0.7967319467527691,0.6342132680391805,electric,-0.3234876189446713,automatic,sedan,white,second owner,9993.25,0.7967319467527562
volkswagen,model e,-0.5083221922721335,1.478734291548002,hybrid,0.19596259212666023,manual,truck,black,third owner,10370.39,0.5083221922721205
volkswagen,model e,-1.3735514557140405,-0.116669467636814,electric,-0.3234876189446713,automatic,suv,red,second owner,14325.01,1.3735514557140276
toyota,model d,1.2221363346116805,0.16603375124426414,hybrid,0.5422627328408811,manual,suv,blue,third owner,15143.68,-1.2221363346116938
mercedes,model c,0.06849731668913786,0.11165582524407026,diesel,-0.4100626541232266,cvt,hatchback,black,third owner,16659.26,-0.06849731668915093
toyota,model d,-0.07570756055117998,-0.778623251320823,petrol,-0.8429378300160029,cvt,suv,blue,first owner,14954.13,0.07570756055116692
hyundai,model b,1.654750966332634,-1.4624784272570477,electric,-1.5355381114444449,automatic,coupe,gray,first owner,23470.8,-1.6547509663326474
honda,model c,0.06849731668913786,-0.567180033251663,diesel,-1.275813005908779,automatic,suv,blue,third owner,16211.56,-0.06849731668915093
honda,model b,-1.5177563329543584,0.41734537197614024,electric,-0.7563627948374475,manual,sedan,gray,second owner,10860.79,1.5177563329543455
volkswagen,model c,1.0779314573713628,-1.2991062018721198,diesel,-0.15033754858756104,cvt,coupe,blue,second owner,18345.46,-1.0779314573713759
bmw,model e,-0.07570756055117998,-1.4374891413775464,diesel,-0.4100626541232266,manual,sedan,gray,second owner,19610.9,0.07570756055116692
hyundai,model c,-1.2293465784737228,-0.28631285923005206,electric,-0.5832127244803372,cvt,truck,gray,first owner,14638.97,1.2293465784737099
hyundai,model d,-0.07570756055117998,-0.05361205684641158,electric,0.6288377680194365,automatic,hatchback,red,second owner,17503.59,0.07570756055116692
kia,model d,1.3663412118519984,1.1011170913278439,petrol,-1.0160879003731134,manual,suv,blue,third owner,16721.21,-1.3663412118520115
hyundai,model c,0.06849731668913786,-1.3961304425626653,petrol,-0.15033754858756104,automatic,sedan,white,first owner,14855.93,-0.06849731668915093
bmw,model c,-0.7967319467527691,-1.199983624199326,electric,-1.1892379707302236,automatic,hatchback,gray,second owner,19470.01,0.7967319467527562
ford,model c,-0.940936823993087,0.6117276796953162,hybrid,0.7154128031979914,cvt,suv,white,third owner,7909.25,0.9409368239930741
bmw,model d,-0.07570756055117998,-1.222743427035189,hybrid,-0.3234876189446713,cvt,coupe,blue,first owner,19667.26,0.07570756055116692
mercedes,model b,0.2127021939294557,-1.310682822382137,diesel,0.28253762730521514,cvt,sedan,gray,second owner,19717.2,-0.2127021939294688
volkswagen,model d,-1.3735514557140405,-0.33197553333238544,petrol,0.022812521769549583,cvt,suv,red,second owner,8879.82,1.3735514557140276
bmw,model a,0.2127021939294557,1.179089386009113,petrol,-0.236912583766116,cvt,truck,gray,first owner,15204.17,-0.2127021939294688
mercedes,model a,-1.0851417012334048,-1.1639899915322387,hybrid,0.9751379087336569,manual,hatchback,white,first owner,17331.39,1.085141701233392
honda,model a,-0.6525270695124513,-1.4406366468509186,petrol,1.6677381901620996,automatic,truck,gray,third owner,12045.11,0.6525270695124383
toyota,model d,1.3663412118519984,-0.8423244700489607,hybrid,-0.8429378300160029,automatic,truck,white,first owner,18900.38,-1.3663412118520115
chevrolet,model c,0.35690707116977355,1.2384150952344943,diesel,-0.4966376893017819,manual,truck,gray,third owner,11542.9,-0.35690707116978665
hyundai,model e,1.2221363346116805,0.5169209996791921,electric,0.8019878383765466,cvt,coupe,red,first owner,19967.41,-1.2221363346116938
kia,model b,-0.940936823993087,0.7298783586389517,petrol,-0.3234876189446713,cvt,suv,white,third owner,8093.81,0.9409368239930741
bmw,model a,1.2221363346116805,-0.6590061209634572,electric,0.9751379087336569,manual,suv,black,third owner,25970.52,-1.2221363346116938
chevrolet,model a,0.06849731668913786,-1.440386277097355,diesel,-1.7086881818015554,manual,hatchback,gray,second owner,13491.63,-0.06849731668915093
honda,model a,1.5105460890923161,1.0037590242992134,diesel,0.19596259212666023,automatic,hatchback,gray,third owner,16411.08,-1.5105460890923295
hyundai,model a,-0.5083221922721335,0.2678388619909547,petrol,1.6677381901620996,cvt,suv,black,second owner,7941.34,0.5083221922721205
hyundai,model a,-1.6619612101946761,-0.13110745675898783,petrol,0.9751379087336569,cvt,truck,white,first owner,8808.36,1.6619612101946633
hyundai,model e,-0.5083221922721335,1.489857862027761,hybrid,0.6288377680194365,manual,suv,red,first owner,10505.44,0.5083221922721205
hyundai,model b,0.7895217028907271,-0.6428990001508587,electric,-1.3623880410873344,manual,truck,red,first owner,21472.03,-0.7895217028907402
toyota,model e,1.2221363346116805,1.6536950598121645,hybrid,0.7154128031979914,manual,hatchback,blue,second owner,16421.34,-1.2221363346116938
nissan,model d,1.2221363346116805,-0.5878772662129296,petrol,-0.15033754858756104,automatic,truck,blue,second owner,17937.39,-1.2221363346116938
mercedes,model a,-0.36411731503181566,0.5991376578018268,petrol,-0.5832127244803372,cvt,hatchback,black,second owner,13887.31,0.3641173150318026
mercedes,model b,-0.7967319467527691,1.4636882615957447,hybrid,-0.4966376893017819,manual,truck,black,first owner,13016.42,0.7967319467527562
kia,model c,-0.36411731503181566,-1.2824864191831764,electric,0.022812521769549583,automatic,truck,white,second owner,14751.81,0.3641173150318026
ford,model c,-1.5177563329543584,0.04001430861719785,hybrid,0.888562873555102,manual,sedan,gray,second owner,7060.71,1.5177563329543455
volkswagen,model b,0.35690707116977355,-1.5485817777445288,diesel,0.28253762730521514,cvt,coupe,white,second owner,13776.67,-0.35690707116978665
ford,model e,-1.6619612101946761,1.4904897475962788,hybrid,-0.5832127244803372,cvt,suv,red,second owner,3547.69,1.6619612101946633
honda,model b,-1.0851417012334048,-1.4874081012904627,diesel,0.7154128031979914,automatic,sedan,black,third owner,9566.56,1.085141701233392
nissan,model d,-0.07570756055117998,1.7112204912857307,hybrid,-1.4489630762658894,automatic,coupe,red,first owner,11191.59,0.07570756055116692
ford,model d,-1.6619612101946761,-0.4398491300106916,hybrid,0.9751379087336569,cvt,coupe,white,first owner,7861.82,1.6619612101946633
honda,model d,1.5105460890923161,-0.9443322610723457,petrol,-0.9295128651945581,manual,hatchback,black,first owner,17849.56,-1.5105460890923295
nissan,model d,-1.0851417012334048,-1.359659915126885,electric,-1.7086881818015554,cvt,suv,gray,first owner,13861.29,1.085141701233392
chevrolet,model b,-1.2293465784737228,-1.7692171424802419,electric,-0.4966376893017819,automatic,truck,gray,first owner,13636.33,1.2293465784737099
bmw,model c,-0.940936823993087,0.8792060330858774,petrol,-0.9295128651945581,automatic,suv,white,third owner,14232.02,0.9409368239930741
kia,model c,-0.940936823993087,-1.3157379069302804,electric,-1.1026629355516686,manual,suv,blue,second owner,14583.9,0.9409368239930741
volkswagen,model c,1.2221363346116805,0.07632984525315281,electric,0.5422627328408811,manual,sedan,blue,second owner,20082.71,-1.2221363346116938
mercedes,model a,1.5105460890923161,1.2295448525368087,petrol,-1.4489630762658894,cvt,suv,red,second owner,21402.03,-1.5105460890923295
volkswagen,model a,-1.0851417012334048,-0.5661427871297563,petrol,1.5811631549835439,cvt,hatchback,gray,first owner,10832.42,1.085141701233392
ford,model e,-0.07570756055117998,0.9550561460464636,hybrid,0.1093875569481049,cvt,sedan,blue,third owner,11294.13,0.07570756055116692
ford,model b,-0.940936823993087,-1.0939103052728352,hybrid,1.1482879790907676,automatic,suv,red,third owner,12054.22,0.9409368239930741
chevrolet,model a,-1.6619612101946761,0.8743178617067764,petrol,-0.8429378300160029,cvt,coupe,blue,first owner,5055.13,1.6619612101946633
mercedes,model d,0.5011119484100913,0.3763443442377788,diesel,-1.3623880410873344,manual,coupe,red,first owner,17630.28,-0.5011119484101045
chevrolet,model e,0.06849731668913786,-0.2436784669089178,diesel,1.3214380494478781,cvt,sedan,black,first owner,14105.28,-0.06849731668915093
toyota,model b,0.35690707116977355,0.1579026954380523,hybrid,-0.8429378300160029,manual,truck,black,second owner,11359.82,-0.35690707116978665
kia,model d,-0.6525270695124513,-1.255076892352559,electric,1.3214380494478781,automatic,coupe,red,first owner,13811.06,0.6525270695124383
volkswagen,model b,-1.0851417012334048,0.13062431466882546,electric,1.6677381901620996,manual,hatchback,blue,first owner,11289.68,1.085141701233392
volkswagen,model b,0.2127021939294557,0.6296112335212952,diesel,0.4556876976623258,automatic,truck,blue,second owner,11641.93,-0.2127021939294688
mercedes,model b,0.2127021939294557,1.125939464038303,petrol,-0.3234876189446713,manual,sedan,red,second owner,15407.88,-0.2127021939294688
bmw,model c,-0.7967319467527691,-0.18183713777868196,diesel,1.5811631549835439,cvt,truck,red,first owner,14502.33,0.7967319467527562
bmw,model e,1.654750966332634,-0.5909293927325633,diesel,-0.4100626541232266,manual,coupe,red,third owner,23951.21,-1.6547509663326474
kia,model c,-0.07570756055117998,0.2892514371052604,hybrid,-1.0160879003731134,cvt,truck,gray,second owner,10509.5,0.07570756055116692
nissan,model e,0.35690707116977355,-1.702785701201338,diesel,0.888562873555102,cvt,sedan,white,second owner,14178.77,-0.35690707116978665
mercedes,model a,1.2221363346116805,0.3716588531353722,hybrid,0.9751379087336569,manual,sedan,black,first owner,22183.28,-1.2221363346116938
nissan,model d,-1.0851417012334048,-0.7004482763628596,electric,0.9751379087336569,automatic,suv,blue,third owner,15157.45,1.085141701233392
bmw,model b,1.654750966332634,1.4733096135541215,hybrid,-0.4100626541232266,automatic,truck,white,first owner,23998.79,-1.6547509663326474
honda,model a,-1.0851417012334048,-1.236001101604848,hybrid,1.4945881198049888,manual,truck,blue,first owner,9187.85,1.085141701233392
toyota,model c,-0.07570756055117998,-0.6287948373667698,diesel,1.6677381901620996,manual,sedan,gray,third owner,15605.13,0.07570756055116692
chevrolet,model b,-1.5177563329543584,1.7177181825091696,petrol,0.28253762730521514,automatic,suv,red,second owner,6334.4,1.5177563329543455
volkswagen,model e,0.06849731668913786,0.6766807471912724,hybrid,-0.4966376893017819,manual,truck,blue,first owner,9916.75,-0.06849731668915093
chevrolet,model a,0.9337265801310449,-1.711214816237983,diesel,1.3214380494478781,manual,truck,black,first owner,17597.78,-0.933726580131058
hyundai,model d,1.2221363346116805,0.5018988144653697,diesel,0.1093875569481049,manual,suv,white,third owner,14638.36,-1.2221363346116938
honda,model c,0.9337265801310449,0.22138931152027824,petrol,0.5422627328408811,cvt,sedan,blue,third owner,13705.22,-0.933726580131058
volkswagen,model b,-0.940936823993087,1.4978339270341476,diesel,-1.3623880410873344,automatic,truck,blue,third owner,6099.8,0.9409368239930741
hyundai,model c,-1.3735514557140405,0.1444661853301333,hybrid,-1.4489630762658894,automatic,truck,gray,first owner,4675.28,1.3735514557140276
mercedes,model e,0.5011119484100913,-0.1407288087173646,diesel,-0.8429378300160029,automatic,hatchback,white,second owner,20167.84,-0.5011119484101045
ford,model b,1.2221363346116805,1.1126817894686436,electric,0.9751379087336569,cvt,coupe,black,first owner,18333.5,-1.2221363346116938
honda,model a,-0.6525270695124513,-1.264889002218413,petrol,1.6677381901620996,automatic,suv,black,third owner,11349.74,0.6525270695124383
bmw,model e,-1.0851417012334048,-1.147346364104861,petrol,-0.5832127244803372,automatic,suv,blue,second owner,17041.04,1.085141701233392
chevrolet,model e,-1.2293465784737228,-1.2315063684099186,petrol,1.5811631549835439,cvt,sedan,black,second owner,9021.86,1.2293465784737099
nissan,model c,-0.6525270695124513,-0.15329498587241927,hybrid,-0.5832127244803372,automatic,hatchback,gray,second owner,11298.49,0.6525270695124383
toyota,model d,0.2127021939294557,-0.24234316155657804,petrol,1.6677381901620996,manual,hatchback,white,second owner,14832.16,-0.2127021939294688
honda,model c,0.7895217028907271,-1.1599006188906982,petrol,-0.3234876189446713,manual,suv,red,second owner,16409.54,-0.7895217028907402
kia,model e,0.35690707116977355,0.7734665404974714,diesel,-1.1026629355516686,automatic,hatchback,blue,third owner,13534.14,-0.35690707116978665
bmw,model c,-0.940936823993087,1.363933798354433,hybrid,0.7154128031979914,automatic,suv,blue,first owner,14126.26,0.9409368239930741
ford,model d,-1.6619612101946761,0.15332450565860165,petrol,-1.1892379707302236,automatic,hatchback,blue,third owner,5403.5,1.6619612101946633
honda,model b,0.06849731668913786,-1.1766873147486838,electric,-1.275813005908779,automatic,truck,white,second owner,18469.77,-0.06849731668915093
nissan,model b,-0.6525270695124513,-0.2511180253005251,hybrid,1.4080130846264332,automatic,suv,gray,third owner,10485.54,0.6525270695124383
ford,model a,-1.0851417012334048,-0.6267918793382602,hybrid,-0.7563627948374475,automatic,suv,white,first owner,10467.07,1.085141701233392
chevrolet,model c,0.35690707116977355,-1.338426175550839,diesel,-1.4489630762658894,cvt,coupe,blue,third owner,13727.18,-0.35690707116978665
bmw,model e,-0.940936823993087,-1.1024347992632186,electric,0.6288377680194365,automatic,suv,red,second owner,17825.31,0.9409368239930741
kia,model a,-1.5177563329543584,-1.5459350117782837,hybrid,-1.6221131466229999,cvt,hatchback,white,first owner,8245.49,1.5177563329543455
volkswagen,model d,0.6453168256504092,-1.450687204101119,petrol,1.2348630142693233,manual,truck,white,first owner,14902.91,-0.6453168256504224
kia,model a,-0.5083221922721335,-1.5270857460457017,electric,-1.7086881818015554,cvt,truck,white,first owner,14757.71,0.5083221922721205
mercedes,model c,0.7895217028907271,0.207010934244191,electric,1.4945881198049888,cvt,sedan,blue,second owner,23395.48,-0.7895217028907402
mercedes,model e,1.0779314573713628,-0.19464176231808303,electric,0.9751379087336569,automatic,sedan,white,third owner,24449.29,-1.0779314573713759
toyota,model d,0.06849731668913786,-0.11036253432085204,electric,1.2348630142693233,manual,suv,black,third owner,17506.28,-0.06849731668915093
volkswagen,model a,-1.6619612101946761,0.4873058345433706,petrol,1.5811631549835439,automatic,suv,red,first owner,4159.97,1.6619612101946633
volkswagen,model e,-1.6619612101946761,1.2344687910235617,diesel,0.8019878383765466,automatic,coupe,gray,third owner,5606.99,1.6619612101946633
nissan,model d,-1.5177563329543584,-0.6262196056158288,hybrid,-1.3623880410873344,manual,truck,blue,third owner,10994.21,1.5177563329543455
honda,model a,1.0779314573713628,0.6160197326135511,electric,-1.3623880410873344,manual,sedan,black,first owner,17345.18,-1.0779314573713759
hyundai,model b,-0.36411731503181566,-0.862640187195273,petrol,-1.1892379707302236,automatic,sedan,white,third owner,12022.67,0.3641173150318026
volkswagen,model b,-0.36411731503181566,-0.45987871029578825,petrol,-0.5832127244803372,manual,sedan,white,second owner,11869.72,0.3641173150318026
kia,model d,-0.6525270695124513,0.11438604779483641,petrol,-0.4966376893017819,cvt,coupe,gray,second owner,9824.17,0.6525270695124383
mercedes,model b,1.0779314573713628,-0.9418643306443606,petrol,-1.1026629355516686,manual,sedan,gray,third owner,23206.71,-1.0779314573713759
volkswagen,model a,1.0779314573713628,-0.1441624510519526,electric,-0.236912583766116,automatic,coupe,black,first owner,21857.47,-1.0779314573713759
bmw,model e,-1.5177563329543584,-1.3880470762333226,diesel,0.022812521769549583,automatic,truck,red,second owner,14530.33,1.5177563329543455
kia,model e,1.654750966332634,1.3544793595650988,hybrid,-1.5355381114444449,automatic,coupe,white,first owner,16516.55,-1.6547509663326474
nissan,model e,-1.2293465784737228,0.36150099456221607,hybrid,-0.4100626541232266,cvt,sedan,black,second owner,6965.49,1.2293465784737099
toyota,model c,1.3663412118519984,-1.3387480795197069,electric,0.28253762730521514,cvt,truck,gray,second owner,23996.01,-1.3663412118520115
volkswagen,model c,0.7895217028907271,1.1527528724080542,diesel,-0.8429378300160029,manual,coupe,red,second owner,12452.79,-0.7895217028907402
hyundai,model a,-1.2293465784737228,-1.2962329108907458,petrol,1.5811631549835439,automatic,hatchback,black,first owner,10645.7,1.2293465784737099
toyota,model b,0.06849731668913786,0.8668306138382998,hybrid,0.888562873555102,cvt,hatchback,red,third owner,9809.84,-0.06849731668915093
nissan,model e,-0.21991243779149783,0.2697225963272912,electric,-1.4489630762658894,cvt,sedan,black,third owner,11900.28,0.21991243779148478
nissan,model a,-1.0851417012334048,1.7142368506977124,electric,-0.5832127244803372,manual,hatchback,black,first owner,10304.91,1.085141701233392
nissan,model a,-0.21991243779149783,-0.8164052393705082,petrol,1.4945881198049888,cvt,hatchback,gray,third owner,13547.53,0.21991243779148478
nissan,model c,-0.5083221922721335,0.22937729889588224,petrol,-0.4966376893017819,cvt,sedan,blue,third owner,10551.4,0.5083221922721205
hyundai,model e,-0.07570756055117998,0.15669853614710305,diesel,0.022812521769549583,cvt,sedan,red,second owner,12385.86,0.07570756055116692
ford,model b,1.654750966332634,-1.298891599226208,diesel,1.1482879790907676,automatic,sedan,blue,second owner,18842.91,-1.6547509663326474
ford,model a,0.6453168256504092,-0.8567982262787864,hybrid,0.022812521769549583,automatic,suv,blue,second owner,14513.19,-0.6453168256504224
toyota,model d,-0.5083221922721335,0.0874891828405638,hybrid,-0.4100626541232266,manual,suv,gray,third owner,10825.72,0.5083221922721205
chevrolet,model c,-1.5177563329543584,1.6589885917446543,hybrid,-1.1026629355516686,manual,sedan,red,first owner,6098.86,1.5177563329543455
bmw,model e,0.5011119484100913,-0.9373815198186485,petrol,0.5422627328408811,cvt,coupe,gray,third owner,22115.78,-0.5011119484101045
honda,model c,-0.940936823993087,-0.1272207643941417,electric,1.0617129439122126,automatic,sedan,blue,third owner,13459.86,0.9409368239930741
volkswagen,model b,-0.6525270695124513,1.4671219039303327,diesel,1.6677381901620996,automatic,hatchback,gray,first owner,8998.42,0.6525270695124383
ford,model a,1.5105460890923161,0.001457366568386836,electric,-0.15033754858756104,manual,sedan,white,third owner,20485.77,-1.5105460890923295
mercedes,model c,-0.21991243779149783,-1.6575999218676976,petrol,0.5422627328408811,automatic,truck,red,third owner,19294.26,0.21991243779148478
chevrolet,model a,0.5011119484100913,-0.4721706729588446,diesel,-1.1026629355516686,cvt,coupe,black,second owner,16335.67,-0.5011119484101045
volkswagen,model e,-0.7967319467527691,0.5371532602409832,electric,-1.275813005908779,cvt,coupe,white,third owner,12983.47,0.7967319467527562
bmw,model b,1.5105460890923161,1.0556451751329876,electric,-0.8429378300160029,manual,truck,white,first owner,25796.76,-1.5105460890923295
bmw,model a,-0.36411731503181566,-1.2313275328716589,diesel,0.5422627328408811,cvt,truck,white,third owner,18830.1,0.3641173150318026
kia,model b,0.6453168256504092,0.7923873404453573,petrol,0.7154128031979914,cvt,hatchback,gray,second owner,14002.84,-0.6453168256504224
volkswagen,model b,1.5105460890923161,0.6811277909093325,electric,0.022812521769549583,manual,sedan,white,second owner,18502.21,-1.5105460890923295
mercedes,model d,-0.7967319467527691,1.6654982053373106,electric,0.1093875569481049,automatic,sedan,blue,third owner,16743.44,0.7967319467527562
nissan,model d,0.06849731668913786,1.0308704918993978,hybrid,-0.236912583766116,cvt,hatchback,white,second owner,10882.33,-0.06849731668915093
honda,model d,1.2221363346116805,0.4177507325295291,electric,0.1093875569481049,automatic,truck,white,third owner,17791.39,-1.2221363346116938
hyundai,model e,1.654750966332634,1.4444694024174258,petrol,0.888562873555102,cvt,coupe,red,first owner,16682.19,-1.6547509663326474
bmw,model d,-0.6525270695124513,-1.0569867278067968,diesel,0.36911266248377045,cvt,suv,gray,second owner,16425.96,0.6525270695124383
hyundai,model c,-1.2293465784737228,-1.4987462744161335,hybrid,-0.9295128651945581,automatic,truck,gray,third owner,9113.86,1.2293465784737099
volkswagen,model e,0.5011119484100913,1.3765834320940091,petrol,-1.7086881818015554,automatic,hatchback,gray,first owner,14138.59,-0.5011119484101045
hyundai,model e,0.6453168256504092,0.8759989157664184,diesel,-1.4489630762658894,manual,suv,white,third owner,13258.57,-0.6453168256504224
mercedes,model e,-1.0851417012334048,-0.7888168770016312,electric,1.4945881198049888,automatic,hatchback,black,third owner,18984.52,1.085141701233392
toyota,model a,0.35690707116977355,-1.3810963349796255,hybrid,-0.8429378300160029,cvt,hatchback,blue,second owner,14647.79,-0.35690707116978665
honda,model c,1.654750966332634,1.0213802860024115,hybrid,-0.7563627948374475,manual,truck,white,second owner,15243.63,-1.6547509663326474
hyundai,model d,-0.07570756055117998,-1.18239812960378,hybrid,-0.7563627948374475,manual,coupe,white,second owner,12868.55,0.07570756055116692
honda,model a,-0.36411731503181566,1.406854327536783,hybrid,-1.4489630762658894,automatic,hatchback,white,second owner,10314.79,0.3641173150318026
volkswagen,model e,-1.5177563329543584,-1.6862255303584814,diesel,-0.7563627948374475,manual,sedan,black,first owner,10508.97,1.5177563329543455
kia,model a,-0.940936823993087,-0.33779364951043733,petrol,0.1093875569481049,automatic,suv,white,third owner,9277.37,0.9409368239930741
ford,model a,-1.5177563329543584,1.3148374819175117,diesel,0.022812521769549583,cvt,suv,red,first owner,6254.7,1.5177563329543455
nissan,model a,-1.3735514557140405,0.786330776882959,petrol,0.9751379087336569,manual,sedan,black,third owner,7367.76,1.3735514557140276
toyota,model a,0.06849731668913786,1.2521854316804981,petrol,-0.3234876189446713,cvt,truck,blue,first owner,12522.88,-0.06849731668915093
hyundai,model d,-0.940936823993087,1.1319006486469625,electric,1.0617129439122126,automatic,truck,black,first owner,10971.45,0.9409368239930741
toyota,model a,1.3663412118519984,-0.7117506823808784,hybrid,0.888562873555102,manual,coupe,blue,second owner,17477.24,-1.3663412118520115
chevrolet,model e,1.654750966332634,-0.12776919337813838,hybrid,1.2348630142693233,manual,suv,red,first owner,20862.41,-1.6547509663326474
chevrolet,model d,-1.3735514557140405,0.6722456258424295,diesel,-0.7563627948374475,automatic,truck,red,first owner,4503.35,1.3735514557140276
ford,model e,-0.5083221922721335,-1.498019009893877,petrol,0.36911266248377045,cvt,truck,blue,third owner,10598.46,0.5083221922721205
honda,model c,1.654750966332634,-0.710546523089929,hybrid,-1.0160879003731134,cvt,suv,blue,second owner,21294.05,-1.6547509663326474
hyundai,model c,-0.36411731503181566,-1.7113459622993734,petrol,-0.7563627948374475,automatic,coupe,red,first owner,11089.46,0.3641173150318026
mercedes,model d,-0.5083221922721335,-0.27822949290070953,diesel,-0.9295128651945581,manual,truck,blue,first owner,16904.43,0.5083221922721205
bmw,model e,-1.3735514557140405,0.35981994050257404,electric,1.7543132253406544,cvt,truck,blue,second owner,14919.65,1.3735514557140276
volkswagen,model d,1.654750966332634,-1.5686948146141466,electric,-0.4966376893017819,cvt,sedan,red,second owner,24704.47,-1.6547509663326474
toyota,model c,1.2221363346116805,-0.6566335694892107,diesel,1.3214380494478781,cvt,suv,white,first owner,17642.74,-1.2221363346116938
hyundai,model d,1.3663412118519984,0.22469180779347572,petrol,0.8019878383765466,cvt,suv,black,first owner,16793.77,-1.3663412118520115
nissan,model b,-0.07570756055117998,-0.7432853489606882,electric,1.4945881198049888,manual,sedan,red,third owner,16243.48,0.07570756055116692
hyundai,model e,-1.2293465784737228,-0.8014426660027724,hybrid,-1.1892379707302236,automatic,hatchback,red,second owner,11351.36,1.2293465784737099
hyundai,model a,-0.7967319467527691,-0.1965254966544195,hybrid,0.4556876976623258,cvt,truck,red,second owner,9554.01,0.7967319467527562
volkswagen,model b,-1.6619612101946761,-0.37755475085019763,electric,-0.15033754858756104,cvt,hatchback,white,second owner,9742.6,1.6619612101946633
volkswagen,model e,-1.0851417012334048,-0.8583004448001688,petrol,-1.6221131466229999,manual,hatchback,white,second owner,11100.47,1.085141701233392
honda,model c,0.5011119484100913,1.3688935039488381,petrol,0.4556876976623258,cvt,coupe,blue,second owner,12167.04,-0.5011119484101045
chevrolet,model b,1.5105460890923161,-0.27278097016839453,hybrid,1.4945881198049888,manual,suv,gray,second owner,19413.58,-1.5105460890923295
mercedes,model a,1.0779314573713628,-0.25570813744919313,hybrid,1.2348630142693233,manual,suv,black,third owner,21095.1,-1.0779314573713759
hyundai,model b,0.06849731668913786,0.5154903153731137,petrol,-1.275813005908779,cvt,suv,blue,third owner,13334.65,-0.06849731668915093
mercedes,model d,0.9337265801310449,-1.7524900584683427,hybrid,0.022812521769549583,cvt,sedan,red,second owner,20865.25,-0.933726580131058
chevrolet,model c,-0.7967319467527691,1.1983440122950837,diesel,0.6288377680194365,automatic,truck,white,second owner,7711.98,0.7967319467527562
kia,model e,0.9337265801310449,-0.02151703891338769,electric,-0.4966376893017819,cvt,hatchback,white,third owner,19229.8,-0.933726580131058
kia,model e,1.654750966332634,0.3615129169314334,electric,0.36911266248377045,manual,hatchback,red,first owner,19823.03,-1.6547509663326474
bmw,model c,-1.2293465784737228,-0.4368327705987098,diesel,0.28253762730521514,manual,hatchback,black,third owner,13059.79,1.2293465784737099
ford,model a,-0.6525270695124513,1.4915866055642721,hybrid,-0.7563627948374475,manual,hatchback,blue,first owner,9572.5,0.6525270695124383
nissan,model b,-0.6525270695124513,-0.6564189668432989,electric,0.8019878383765466,cvt,suv,gray,third owner,14748.7,0.6525270695124383
ford,model b,0.5011119484100913,-0.8936621918987381,petrol,0.28253762730521514,manual,sedan,red,second owner,17566.12,-0.5011119484101045
kia,model c,0.06849731668913786,1.666106246167394,hybrid,0.6288377680194365,automatic,hatchback,gray,first owner,12177.86,-0.06849731668915093
kia,model c,0.06849731668913786,-1.3346587068781663,diesel,-1.7086881818015554,manual,suv,gray,first owner,15005.26,-0.06849731668915093
