Make,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
BMW,Model B,2023,70768,Petrol,1.5,Automatic,SUV,Blue,Second Owner,26941.63,0
BMW,Model E,2014,68898,Hybrid,2.4,Automatic,Sedan,White,Second Owner,21314.53,9
Nissan,Model E,2010,15394,Hybrid,2.2,CVT,Coupe,Red,Second Owner,12387.59,13
Mercedes,Model A,2015,122527,Electric,4.0,CVT,Coupe,Gray,Third Owner,25237.79,8
Chevrolet,Model E,2001,159519,Petrol,4.7,CVT,SUV,Blue,Second Owner,5748.75,22
Kia,Model B,2012,43551,Petrol,3.3,CVT,Hatchback,Black,Second Owner,15143.61,11
BMW,Model A,2018,210679,Petrol,4.5,Manual,Hatchback,Blue,Second Owner,21116.9,5
Chevrolet,Model D,2017,223223,Petrol,2.1,Manual,Hatchback,White,Third Owner,13305.71,6
Kia,Model A,2006,78769,Electric,3.0,Automatic,SUV,Gray,Second Owner,15164.71,17
Toyota,Model A,2020,45257,Electric,1.4,Manual,Hatchback,Blue,First Owner,20456.52,3
BMW,Model A,2013,242338,Petrol,3.4,CVT,SUV,Red,Third Owner,18560.31,10
Mercedes,Model E,2023,275702,Diesel,3.8,Automatic,SUV,Gray,Third Owner,21742.56,0
Volkswagen,Model C,2019,80403,Petrol,3.8,CVT,Truck,Black,Second Owner,16912.59,4
BMW,Model C,2009,255298,Petrol,4.2,Manual,SUV,Gray,Second Owner,15005.01,14
Mercedes,Model E,2000,240431,Petrol,2.5,CVT,Hatchback,Gray,Second Owner,9849.85,23
BMW,Model E,2002,73790,Hybrid,2.8,Automatic,Truck,Red,First Owner,15970.08,21
Chevrolet,Model D,2019,89699,Petrol,3.8,CVT,Truck,Gray,First Owner,19463.61,4
Mercedes,Model A,2013,44389,Hybrid,3.0,CVT,Truck,Black,Third Owner,20855.69,10
Mercedes,Model E,2022,227979,Hybrid,3.7,Automatic,Sedan,Blue,Third Owner,20166.91,1
Chevrolet,Model A,2014,81965,Diesel,1.9,CVT,Coupe,Black,First Owner,14079.36,9
Mercedes,Model D,2007,194299,Diesel,3.5,Manual,Truck,Blue,First Owner,15145.34,16
Chevrolet,Model B,2008,86581,Hybrid,2.2,Manual,Sedan,Black,Third Owner,11219.44,15
BMW,Model A,2017,276450,Diesel,4.3,CVT,Truck,Blue,Second Owner,19773.14,6
BMW,Model A,2005,48570,Petrol,1.9,Manual,SUV,Black,First Owner,15901.49,18
Mercedes,Model C,2012,267406,Petrol,2.7,Manual,Truck,Blue,First Owner,15194.02,11
Honda,Model A,2006,26690,Petrol,4.5,Manual,Hatchback,Gray,Third Owner,11761.26,17
Chevrolet,Model D,2019,29031,Diesel,4.5,Manual,Hatchback,Red,Third Owner,17077.0,4
Ford,Model A,2016,11967,Diesel,2.3,CVT,Truck,Red,Third Owner,14757.76,7
Hyundai,Model E,2002,93416,Electric,1.7,CVT,Hatchback,Black,Second Owner,12331.06,21
Ford,Model C,2006,266149,Diesel,2.1,Manual,SUV,Blue,First Owner,7592.09,17
Honda,Model C,2020,137685,Hybrid,3.5,Automatic,Coupe,Red,Second Owner,18474.47,3
Nissan,Model A,2009,232901,Hybrid,1.1,Automatic,SUV,Black,Third Owner,11900.18,14
Ford,Model B,2023,170252,Hybrid,1.9,Manual,Hatchback,Blue,First Owner,17517.09,0
Nissan,Model B,2000,81168,Electric,2.4,Automatic,Sedan,Blue,Third Owner,9537.66,23
BMW,Model D,2023,164663,Diesel,3.4,Automatic,SUV,Blue,First Owner,23397.41,0
Toyota,Model D,2014,47965,Hybrid,4.5,Manual,Truck,Gray,Second Owner,16986.46,9
Ford,Model E,2003,283153,Electric,3.0,Manual,SUV,White,Third Owner,10301.8,20
Nissan,Model A,2008,297858,Electric,4.8,Manual,Hatchback,Gray,Third Owner,12118.44,15
Chevrolet,Model A,2017,170338,Electric,4.6,Manual,Hatchback,Black,Third Owner,18493.35,6
Honda,Model D,2012,28214,Electric,1.9,CVT,Truck,Blue,Second Owner,15515.02,11
Ford,Model C,2012,37975,Hybrid,1.8,Manual,Hatchback,Gray,Second Owner,14948.5,11
Chevrolet,Model D,2001,158451,Electric,1.2,CVT,Truck,Blue,Third Owner,7348.3,22
BMW,Model B,2016,229080,Petrol,2.7,Automatic,Hatchback,Red,Third Owner,18124.44,7
Hyundai,Model B,2020,121702,Petrol,2.6,Manual,SUV,White,First Owner,20222.74,3
Volkswagen,Model B,2017,106197,Petrol,2.1,CVT,Hatchback,White,First Owner,18189.48,6
Hyundai,Model E,2004,226869,Diesel,3.8,Manual,SUV,Black,First Owner,6799.67,19
Hyundai,Model A,2000,6193,Petrol,2.8,Automatic,Coupe,Blue,Second Owner,8987.33,23
Volkswagen,Model B,2011,169381,Electric,4.2,CVT,Sedan,Gray,First Owner,12450.31,12
Volkswagen,Model A,2023,23287,Petrol,3.5,Automatic,Coupe,White,Third Owner,19473.81,0
Hyundai,Model B,2012,266266,Petrol,1.7,CVT,Sedan,Blue,First Owner,12829.36,11
Kia,Model D,2016,254948,Hybrid,3.8,Automatic,SUV,Blue,Third Owner,14830.4,7
Hyundai,Model E,2010,73115,Electric,2.0,Manual,Hatchback,Gray,Third Owner,16905.2,13
Honda,Model D,2007,278146,Electric,4.8,Automatic,SUV,Black,First Owner,11575.78,16
Chevrolet,Model B,2016,220472,Electric,1.3,Automatic,Coupe,Blue,Third Owner,16381.86,7
BMW,Model A,2011,163475,Petrol,2.7,CVT,Sedan,Gray,First Owner,15881.77,12
BMW,Model C,2010,83714,Diesel,4.5,Automatic,Hatchback,Red,Third Owner,18670.78,13
Kia,Model D,2019,12791,Diesel,2.1,CVT,Coupe,Red,Second Owner,16355.94,4
Honda,Model A,2017,183430,Hybrid,4.3,Automatic,Truck,Gray,Third Owner,15981.0,6
Ford,Model C,2008,108987,Electric,4.4,Manual,SUV,Black,Third Owner,16592.61,15
Nissan,Model C,2016,223305,Electric,4.8,Manual,Truck,Blue,Third Owner,14832.28,7
Chevrolet,Model B,2022,218253,Electric,4.1,Automatic,Hatchback,Blue,Third Owner,19725.02,1
Volkswagen,Model E,2013,205563,Petrol,4.7,Automatic,Truck,Gray,Second Owner,12008.25,10
Toyota,Model A,2005,218831,Diesel,3.5,Manual,Hatchback,Blue,Third Owner,9763.66,18
Volkswagen,Model B,2000,229134,Petrol,2.6,Manual,Sedan,White,Third Owner,6033.2,23
Kia,Model E,2013,154359,Diesel,3.2,CVT,SUV,Gray,First Owner,13755.43,10
Chevrolet,Model E,2013,121591,Diesel,4.1,CVT,SUV,White,Second Owner,13928.11,10
Chevrolet,Model B,2018,44954,Petrol,4.3,CVT,Truck,Gray,Second Owner,16084.51,5
Nissan,Model C,2022,6908,Electric,2.5,CVT,Truck,Gray,First Owner,24499.85,1
Toyota,Model D,2016,223936,Electric,2.4,Automatic,Coupe,Black,First Owner,18440.3,7
Nissan,Model C,2013,108498,Hybrid,3.7,Manual,Coupe,Gray,Third Owner,15242.67,10
Hyundai,Model D,2003,119882,Petrol,2.7,Manual,Sedan,Red,Third Owner,11770.31,20
BMW,Model B,2020,169020,Electric,4.9,Automatic,Sedan,Blue,Third Owner,24374.2,3
Chevrolet,Model A,2017,254996,Hybrid,3.6,Automatic,Coupe,Black,First Owner,13000.64,6
Mercedes,Model E,2008,56005,Hybrid,3.2,Manual,Truck,Gray,Second Owner,16631.89,15
Chevrolet,Model D,2023,268668,Hybrid,3.3,CVT,Truck,Blue,Third Owner,18503.27,0
Hyundai,Model D,2018,278063,Electric,2.3,Automatic,Truck,Blue,First Owner,18109.68,5
Nissan,Model C,2013,279429,Electric,3.9,Manual,SUV,Gray,Third Owner,15149.85,10
BMW,Model B,2016,252652,Diesel,1.5,CVT,Truck,White,Second Owner,18463.9,7
Volkswagen,Model C,2017,203677,Petrol,3.5,Automatic,SUV,Blue,Second Owner,13404.07,6
Nissan,Model C,2023,107601,Diesel,3.5,CVT,Hatchback,Red,Third Owner,19406.68,0
Kia,Model D,2002,168973,Diesel,1.1,Manual,Hatchback,Black,First Owner,8058.14,21
Volkswagen,Model E,2011,30609,Hybrid,3.7,Manual,Truck,Black,Second Owner,15206.63,12
Nissan,Model E,2001,279044,Electric,4.3,Automatic,Coupe,Red,Second Owner,7805.37,22
Mercedes,Model E,2008,206841,Diesel,4.6,Automatic,Coupe,Blue,Second Owner,12625.51,15
Volkswagen,Model E,2006,255713,Hybrid,2.8,Automatic,Truck,Black,First Owner,7153.6,17
Mercedes,Model B,2023,86038,Petrol,3.3,Manual,Truck,Red,First Owner,24624.32,0
Ford,Model D,2017,79544,Hybrid,3.1,Automatic,Hatchback,Gray,First Owner,16182.45,6
Mercedes,Model B,2020,67013,Electric,4.0,Manual,SUV,Black,Second Owner,27249.8,3
Kia,Model E,2009,150906,Hybrid,4.9,CVT,SUV,Black,First Owner,10269.78,14
Toyota,Model E,2008,73414,Petrol,2.3,CVT,Coupe,Gray,Third Owner,12749.02,15
Mercedes,Model D,2009,246047,Hybrid,3.4,CVT,Truck,Blue,Second Owner,15496.63,14
Hyundai,Model A,2003,177034,Petrol,4.5,Automatic,Hatchback,Red,Third Owner,8584.06,20
BMW,Model E,2021,244719,Diesel,3.5,Manual,Sedan,Red,Third Owner,21179.36,2
Hyundai,Model D,2016,70300,Diesel,4.4,Automatic,Sedan,Blue,Second Owner,17481.41,7
Hyundai,Model B,2003,5386,Diesel,2.4,Automatic,Coupe,White,First Owner,8188.41,20
Chevrolet,Model B,2003,188117,Hybrid,4.3,CVT,Truck,Gray,First Owner,5103.19,20
Mercedes,Model A,2012,67120,Petrol,1.9,Automatic,SUV,Black,Second Owner,20784.9,11
Nissan,Model A,2009,204122,Petrol,1.4,Manual,Coupe,White,Second Owner,9443.44,14
Ford,Model D,2022,152106,Petrol,3.3,Automatic,Sedan,Blue,First Owner,14723.5,1
Honda,Model D,2018,232786,Petrol,2.6,CVT,Coupe,Blue,Second Owner,15175.82,5
Toyota,Model D,2003,141998,Electric,3.9,Manual,Truck,Black,Third Owner,14480.15,20
Chevrolet,Model B,2010,257899,Diesel,2.3,Manual,Sedan,Black,First Owner,9079.95,13
Ford,Model A,2019,108660,Diesel,3.9,Automatic,SUV,Gray,Second Owner,17780.15,4
Kia,Model B,2005,240527,Hybrid,2.0,Automatic,SUV,Black,Third Owner,6811.2,18
Volkswagen,Model E,2017,118768,Diesel,1.1,CVT,Truck,Gray,First Owner,17079.79,6
Toyota,Model C,2017,47448,Electric,2.7,CVT,Sedan,White,First Owner,19754.97,6
Hyundai,Model B,2007,149214,Hybrid,2.4,Manual,Sedan,Red,First Owner,12754.27,16
Hyundai,Model D,2012,88256,Petrol,3.2,CVT,Coupe,White,Third Owner,14362.83,11
Kia,Model E,2014,201544,Hybrid,2.3,CVT,Truck,Red,Second Owner,13485.86,9
Hyundai,Model A,2015,127196,Diesel,3.7,Automatic,Sedan,Red,First Owner,17942.69,8
Kia,Model B,2017,294902,Diesel,2.8,Automatic,Coupe,Black,First Owner,14705.4,6
Ford,Model C,2010,220042,Diesel,2.1,Automatic,Truck,Black,First Owner,9728.47,13
Hyundai,Model B,2007,119352,Hybrid,2.7,CVT,SUV,Black,Second Owner,10421.07,16
Volkswagen,Model E,2008,144668,Hybrid,1.9,Manual,Coupe,Gray,First Owner,11031.13,15
Chevrolet,Model D,2023,16294,Diesel,4.3,CVT,Hatchback,White,Third Owner,21875.21,0
Honda,Model E,2009,85397,Hybrid,1.7,Manual,Sedan,Red,First Owner,13297.6,14
Volkswagen,Model B,2013,91340,Electric,1.1,Manual,Sedan,White,Second Owner,16575.99,10
Volkswagen,Model C,2023,62745,Petrol,4.8,Automatic,Truck,Black,First Owner,21946.37,0
BMW,Model A,2002,269956,Hybrid,3.4,Manual,Sedan,Blue,First Owner,10483.63,21
Toyota,Model D,2022,111377,Hybrid,1.1,Manual,SUV,White,First Owner,19856.14,1
Honda,Model D,2003,137519,Electric,1.6,Automatic,SUV,White,Third Owner,13804.21,20
Mercedes,Model C,2021,78051,Diesel,3.6,Manual,Truck,White,Third Owner,25264.53,2
BMW,Model B,2009,262636,Hybrid,4.2,Manual,Sedan,Blue,First Owner,14734.12,14
Toyota,Model E,2001,163842,Hybrid,3.9,CVT,Sedan,Red,First Owner,5315.78,22
Kia,Model B,2023,141049,Hybrid,3.2,CVT,Hatchback,White,Third Owner,18143.93,0
Ford,Model A,2000,98658,Diesel,4.0,Automatic,Sedan,Red,Third Owner,8961.77,23
Honda,Model B,2011,279206,Petrol,4.1,Manual,Coupe,White,First Owner,9810.16,12
Chevrolet,Model E,2018,212811,Petrol,4.1,Manual,Coupe,Gray,Third Owner,13619.86,5
Honda,Model E,2023,174255,Hybrid,3.8,Automatic,Sedan,Black,Third Owner,18516.84,0
Ford,Model C,2007,166731,Petrol,4.3,CVT,SUV,Black,Second Owner,7613.8,16
Kia,Model B,2003,250520,Petrol,4.7,Manual,Coupe,White,First Owner,6107.32,20
Ford,Model C,2014,258693,Diesel,2.4,Automatic,Truck,Red,Second Owner,13507.86,9
Kia,Model E,2012,81634,Diesel,4.3,CVT,SUV,Gray,Second Owner,14000.84,11
Volkswagen,Model D,2001,290896,Electric,4.3,Automatic,Coupe,Blue,Third Owner,10802.75,22
Honda,Model A,2007,63425,Hybrid,4.9,CVT,SUV,Gray,Third Owner,10384.86,16
BMW,Model C,2010,241554,Diesel,4.3,CVT,Sedan,Red,First Owner,16261.95,13
Hyundai,Model C,2010,270547,Electric,1.7,Automatic,Truck,Black,Third Owner,15165.87,13
Chevrolet,Model E,2001,59963,Electric,3.6,Automatic,SUV,Gray,Third Owner,10764.57,22
Chevrolet,Model C,2017,15393,Electric,2.8,Manual,Truck,Red,Second Owner,20161.79,6
Chevrolet,Model B,2005,247043,Petrol,3.6,Manual,Hatchback,Black,Second Owner,6433.91,18
Chevrolet,Model D,2022,273026,Petrol,4.7,Automatic,Coupe,White,First Owner,17113.6,1
Honda,Model D,2023,86590,Diesel,2.7,Manual,Coupe,Red,First Owner,20319.34,0
Ford,Model E,2012,131454,Electric,1.7,CVT,Hatchback,Black,First Owner,17535.67,11
Chevrolet,Model C,2007,94384,Diesel,3.5,Automatic,SUV,Black,First Owner,12187.03,16
Nissan,Model D,2014,15427,Petrol,3.9,Manual,SUV,Blue,Third Owner,13548.2,9
Chevrolet,Model D,2012,74265,Electric,1.0,Manual,Hatchback,Red,First Owner,19449.2,11
BMW,Model A,2012,293782,Petrol,4.8,Manual,Truck,Black,Second Owner,16493.95,11
BMW,Model B,2017,274776,Hybrid,4.1,Manual,Sedan,Red,First Owner,17226.5,6
Nissan,Model D,2015,239342,Hybrid,1.9,Manual,Hatchback,Blue,Second Owner,13012.7,8
Chevrolet,Model E,2012,289544,Petrol,1.5,Automatic,Truck,Red,Second Owner,12434.5,11
Toyota,Model E,2002,216935,Hybrid,3.1,CVT,Truck,Blue,First Owner,7186.91,21
Ford,Model B,2015,268747,Petrol,3.8,Automatic,SUV,Black,Second Owner,11945.12,8
Volkswagen,Model D,2002,165114,Hybrid,4.3,CVT,Truck,Red,First Owner,6296.71,21
Ford,Model C,2001,247332,Electric,2.1,Manual,Truck,Blue,Third Owner,8465.37,22
BMW,Model C,2012,287828,Petrol,1.8,CVT,Sedan,Blue,Second Owner,17556.6,11
Kia,Model B,2011,215757,Petrol,4.1,CVT,Sedan,Red,Second Owner,9211.07,12
Honda,Model B,2019,90799,Electric,3.5,Automatic,Coupe,Red,Third Owner,21973.74,4
Kia,Model D,2001,188914,Petrol,4.5,Manual,SUV,Red,First Owner,7883.58,22
Ford,Model E,2022,198301,Electric,2.9,Manual,Hatchback,Black,First Owner,18740.13,1
Toyota,Model B,2023,253407,Electric,1.6,Manual,Sedan,Gray,Second Owner,19667.91,0
Honda,Model A,2003,234224,Petrol,4.9,CVT,Hatchback,Red,Second Owner,7629.93,20
Kia,Model B,2023,113988,Petrol,2.2,Manual,Truck,Gray,Third Owner,19289.0,0
BMW,Model A,2003,189388,Hybrid,1.2,CVT,Hatchback,Blue,First Owner,11665.28,20
Honda,Model D,2016,248960,Diesel,2.7,Automatic,Coupe,Black,Third Owner,14693.51,7
Toyota,Model A,2002,104133,Hybrid,4.5,CVT,SUV,Black,Third Owner,7905.37,21
Kia,Model C,2011,99868,Petrol,4.0,Automatic,Hatchback,Red,First Owner,12268.75,12
Honda,Model D,2007,214199,Petrol,4.2,CVT,Coupe,Blue,Second Owner,8269.04,16
Mercedes,Model A,2017,19322,Petrol,4.2,CVT,Sedan,Gray,Second Owner,23010.11,6
Kia,Model B,2015,223125,Electric,3.0,Automatic,Truck,White,Second Owner,16723.8,8
Toyota,Model A,2016,234691,Petrol,2.7,CVT,Hatchback,Gray,Third Owner,12540.89,7
Kia,Model E,2001,212068,Petrol,1.6,Automatic,SUV,White,Second Owner,6994.76,22
Chevrolet,Model C,2017,45656,Petrol,4.4,Manual,Coupe,White,Second Owner,17796.76,6
Kia,Model A,2008,91911,Petrol,4.7,CVT,Sedan,Blue,Second Owner,13046.87,15
Hyundai,Model B,2011,153259,Hybrid,4.9,Manual,Coupe,White,First Owner,11033.25,12
Volkswagen,Model D,2008,240055,Petrol,1.4,Automatic,Coupe,Gray,First Owner,8200.5,15
Nissan,Model C,2014,121516,Diesel,1.6,Automatic,Coupe,White,Third Owner,15838.85,9
Honda,Model C,2012,245897,Hybrid,3.4,CVT,SUV,White,First Owner,11437.8,11
Nissan,Model D,2022,127269,Hybrid,2.7,Manual,Hatchback,Gray,Second Owner,19983.16,1
Chevrolet,Model A,2004,268048,Petrol,3.1,CVT,Truck,White,First Owner,8561.18,19
Kia,Model E,2009,214293,Diesel,1.0,CVT,SUV,Red,Third Owner,10719.77,14
Honda,Model C,2018,122294,Petrol,2.7,CVT,SUV,Gray,First Owner,19084.81,5
Honda,Model B,2013,84637,Hybrid,4.6,CVT,SUV,Gray,First Owner,14664.94,10
BMW,Model C,2010,24752,Diesel,2.8,Automatic,SUV,Gray,First Owner,19178.22,13
Ford,Model B,2005,228377,Electric,1.1,Manual,SUV,Gray,Second Owner,10685.46,18
Chevrolet,Model E,2003,72022,Petrol,3.5,CVT,Sedan,Red,Third Owner,10075.42,20
BMW,Model E,2023,211772,Diesel,1.2,Automatic,Coupe,White,Second Owner,22383.22,0
BMW,Model B,2016,289635,Petrol,4.6,Automatic,Sedan,Black,Third Owner,17760.18,7
Volkswagen,Model C,2006,118725,Electric,4.0,Manual,Coupe,Red,First Owner,15439.09,17
Ford,Model A,2019,179870,Electric,4.0,Automatic,Truck,Red,First Owner,18386.1,4
Hyundai,Model D,2023,269536,Petrol,1.5,Automatic,Truck,Red,Second Owner,18028.75,0
Volkswagen,Model E,2003,210638,Diesel,3.6,CVT,Coupe,Red,First Owner,5462.27,20
Nissan,Model E,2004,186600,Hybrid,2.9,CVT,Truck,Blue,Second Owner,6067.02,19
Nissan,Model A,2009,297136,Hybrid,2.9,Automatic,Sedan,Red,Third Owner,11755.64,14
Ford,Model A,2010,120092,Diesel,4.6,CVT,Coupe,Gray,First Owner,12439.74,13
Hyundai,Model B,2023,207564,Hybrid,4.7,Automatic,SUV,Black,First Owner,15416.16,0
Kia,Model C,2007,24884,Diesel,4.0,Manual,Sedan,Black,Second Owner,12902.58,16
Hyundai,Model A,2010,249440,Diesel,1.5,Manual,SUV,Red,First Owner,11448.06,13
Toyota,Model D,2015,218682,Petrol,4.7,Manual,Truck,Gray,First Owner,11448.91,8
Mercedes,Model A,2002,148348,Diesel,3.8,Automatic,Hatchback,Blue,Third Owner,16122.99,21
Volkswagen,Model A,2014,140411,Diesel,2.1,Automatic,SUV,White,First Owner,14303.8,9
Kia,Model B,2003,258681,Diesel,1.1,Automatic,Hatchback,Blue,Third Owner,6169.86,20
Hyundai,Model B,2002,74588,Petrol,2.8,CVT,SUV,Gray,First Owner,10070.32,21
Nissan,Model B,2012,280911,Petrol,2.3,Manual,Hatchback,Gray,Second Owner,11125.7,11
BMW,Model B,2009,210284,Hybrid,2.9,CVT,SUV,Blue,Second Owner,13523.99,14
BMW,Model D,2019,268029,Diesel,2.7,CVT,Truck,White,First Owner,18354.16,4
BMW,Model D,2017,21520,Petrol,2.1,Automatic,Sedan,Black,Second Owner,22062.28,6
Honda,Model B,2017,213458,Hybrid,2.6,Automatic,Sedan,White,Third Owner,15511.74,6
Hyundai,Model D,2021,280350,Electric,4.0,Automatic,Hatchback,Red,Third Owner,18429.66,2
Toyota,Model A,2005,23403,Electric,4.5,Manual,SUV,Blue,Third Owner,12582.03,18
Nissan,Model D,2011,115639,Hybrid,3.0,Automatic,SUV,White,Second Owner,13832.4,12
Chevrolet,Model D,2011,67726,Electric,2.1,CVT,Truck,Red,First Owner,18915.4,12
Mercedes,Model D,2001,210277,Electric,1.5,Manual,SUV,Gray,First Owner,13379.58,22
Kia,Model C,2019,20541,Diesel,3.5,CVT,Hatchback,Red,Second Owner,19820.36,4
Volkswagen,Model C,2001,44791,Hybrid,1.4,CVT,Hatchback,White,Third Owner,7701.42,22
Ford,Model B,2012,168045,Petrol,2.9,Automatic,Truck,Gray,Second Owner,10855.24,11
Chevrolet,Model C,2004,296466,Hybrid,1.5,Manual,Hatchback,Red,Second Owner,8774.02,19
Ford,Model D,2007,283903,Hybrid,2.7,Automatic,SUV,Black,Second Owner,7997.0,16
BMW,Model C,2004,186121,Diesel,5.0,CVT,SUV,Blue,Third Owner,13081.6,19
Honda,Model D,2020,84221,Diesel,2.8,Manual,SUV,Gray,Second Owner,18510.31,3
Ford,Model A,2013,46742,Electric,4.3,Manual,Truck,Red,Second Owner,16951.3,10
Kia,Model D,2006,268333,Electric,2.1,CVT,Hatchback,Black,First Owner,10455.92,17
Volkswagen,Model C,2012,116554,Diesel,2.8,CVT,Hatchback,Gray,First Owner,15396.14,11
Toyota,Model C,2012,11740,Petrol,1.6,CVT,Coupe,Blue,First Owner,14656.09,11
Honda,Model C,2018,70285,Hybrid,2.5,Manual,Truck,Red,First Owner,18459.49,5
Nissan,Model D,2001,155187,Electric,2.1,Manual,Sedan,Red,Third Owner,10741.27,22
Honda,Model D,2005,83440,Hybrid,2.4,Automatic,Hatchback,Black,First Owner,12584.19,18
Honda,Model B,2020,227843,Petrol,4.3,Manual,Truck,Black,First Owner,15268.8,3
Chevrolet,Model E,2003,203988,Petrol,1.2,CVT,Sedan,Gray,Third Owner,7875.9,20
Honda,Model A,2012,116001,Diesel,2.1,Manual,Truck,Blue,First Owner,13208.55,11
Chevrolet,Model D,2000,186959,Diesel,1.6,Manual,SUV,Blue,First Owner,6914.45,23
Volkswagen,Model D,2003,144090,Electric,1.2,CVT,Coupe,Red,Third Owner,11912.13,20
Honda,Model B,2017,51764,Diesel,1.0,Manual,Coupe,Blue,Third Owner,16024.58,6
Honda,Model E,2014,48890,Electric,1.9,CVT,Hatchback,Black,First Owner,18682.06,9
Kia,Model C,2012,138988,Electric,2.5,Automatic,Sedan,Gray,First Owner,16290.37,11
Honda,Model C,2006,266276,Petrol,4.5,Automatic,Hatchback,Blue,Second Owner,6980.53,17
Honda,Model B,2007,72778,Electric,1.0,CVT,SUV,Blue,Third Owner,13505.97,16
Mercedes,Model E,2016,174043,Electric,1.2,Manual,SUV,Red,Second Owner,22371.7,7
Volkswagen,Model D,2008,47090,Hybrid,2.5,Manual,Hatchback,White,Third Owner,10650.01,15
Chevrolet,Model E,2016,86933,Hybrid,3.6,CVT,SUV,Gray,First Owner,17018.98,7
Hyundai,Model A,2017,24060,Diesel,3.8,Automatic,Truck,Gray,First Owner,15161.76,6
Chevrolet,Model D,2002,175959,Hybrid,2.8,CVT,Hatchback,Black,Second Owner,8295.13,21
Toyota,Model D,2004,165264,Electric,2.6,CVT,Sedan,Gray,First Owner,11801.86,19
Nissan,Model A,2009,59435,Hybrid,4.7,Automatic,Truck,Black,Third Owner,13396.31,14
Chevrolet,Model C,2017,280290,Diesel,2.3,Manual,Sedan,White,First Owner,15488.42,6
Honda,Model B,2016,124364,Petrol,2.5,Automatic,SUV,White,Second Owner,17200.77,7
Nissan,Model E,2019,193530,Petrol,2.5,Automatic,SUV,Gray,Second Owner,15710.92,4
Nissan,Model B,2008,108555,Petrol,2.1,Manual,Coupe,Gray,Second Owner,13432.02,15
BMW,Model D,2021,57428,Petrol,2.8,Manual,Sedan,White,First Owner,23662.28,2
Ford,Model A,2018,150987,Petrol,2.7,Automatic,Sedan,Blue,Second Owner,15331.01,5
Kia,Model D,2023,67023,Electric,4.9,CVT,Truck,Red,Third Owner,22885.85,0
Ford,Model A,2001,228631,Petrol,2.7,Automatic,Hatchback,Blue,Second Owner,6034.34,22
Honda,Model A,2020,218428,Diesel,3.7,Automatic,Hatchback,Black,First Owner,13561.42,3
Honda,Model A,2014,224232,Diesel,2.4,CVT,Coupe,White,Third Owner,13366.01,9
BMW,Model C,2002,125622,Diesel,3.1,Manual,Hatchback,Gray,Third Owner,15605.33,21
Honda,Model D,2017,86452,Petrol,4.9,CVT,Coupe,Gray,Second Owner,17700.73,6
Nissan,Model D,2012,259519,Electric,4.1,Automatic,Coupe,Red,Third Owner,15993.08,11
Chevrolet,Model D,2001,215317,Petrol,4.3,Manual,Truck,White,First Owner,4659.04,22
Volkswagen,Model D,2003,291914,Petrol,1.9,Manual,Truck,Gray,Third Owner,6410.02,20
BMW,Model D,2007,104133,Diesel,2.0,Automatic,Coupe,Blue,First Owner,16168.9,16
Mercedes,Model B,2023,57199,Diesel,1.1,Manual,Truck,Blue,First Owner,26591.8,0
Nissan,Model E,2018,218345,Electric,1.2,Automatic,SUV,Black,First Owner,16781.11,5
Honda,Model A,2011,91006,Electric,4.4,Manual,Sedan,Gray,Second Owner,18497.9,12
Hyundai,Model B,2019,182467,Petrol,1.2,Manual,Coupe,Gray,Third Owner,13126.63,4
Ford,Model B,2017,159085,Petrol,3.0,Manual,Sedan,Red,First Owner,14049.04,6
Ford,Model E,2017,45357,Diesel,2.7,Manual,Hatchback,Gray,Third Owner,15235.22,6
Ford,Model B,2021,239322,Hybrid,1.6,Automatic,Hatchback,Red,Second Owner,15020.06,2
Volkswagen,Model C,2020,13963,Hybrid,4.1,Manual,Hatchback,Black,First Owner,16719.77,3
Toyota,Model D,2014,266083,Hybrid,1.4,Manual,Truck,Blue,Second Owner,14171.62,9
Nissan,Model B,2016,167473,Hybrid,4.2,Manual,Sedan,Gray,Second Owner,11870.58,7
Hyundai,Model E,2023,292267,Petrol,2.2,Manual,Sedan,White,First Owner,15222.28,0
Hyundai,Model A,2001,272048,Petrol,2.2,Manual,SUV,Black,Second Owner,4500.78,22
Kia,Model A,2000,45898,Diesel,1.2,Automatic,Hatchback,Black,First Owner,7920.73,23
Mercedes,Model C,2000,254007,Hybrid,3.7,Manual,Coupe,Blue,Third Owner,10922.77,23
Volkswagen,Model A,2006,51691,Electric,4.3,Manual,Sedan,Blue,First Owner,14381.1,17
Nissan,Model C,2005,241354,Petrol,1.9,Automatic,SUV,Blue,First Owner,6716.8,18
Chevrolet,Model C,2008,200702,Diesel,2.4,Automatic,Coupe,Black,First Owner,8501.39,15
Kia,Model E,2008,130853,Electric,2.1,CVT,Sedan,White,Second Owner,14698.24,15
Kia,Model D,2022,191550,Electric,1.3,Manual,SUV,Blue,Second Owner,20633.98,1
BMW,Model D,2003,222260,Petrol,3.8,CVT,Sedan,Red,Second Owner,10564.65,20
Hyundai,Model B,2009,127862,Hybrid,4.9,CVT,SUV,Black,First Owner,13756.71,14
Mercedes,Model E,2018,216158,Electric,1.8,CVT,Sedan,Gray,Second Owner,23561.06,5
Kia,Model E,2016,259907,Electric,4.7,CVT,Hatchback,Gray,Third Owner,15871.74,7
Kia,Model E,2010,138912,Diesel,1.5,Manual,Hatchback,Gray,Second Owner,12293.59,13
